Country,Region,Classic Alexa/Alexa+,Fleet Type,Enterprise Owned - Resellers,Vertical,Subscription Type,Partner Name,Start Date,End Date,Scenario,Metrics,Value
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,4/1/26,4/1/26,OP2,New Deployments,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,4/1/26,4/1/26,OP2,Install Base,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,5/1/26,5/1/26,OP2,New Deployments,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,5/1/26,5/1/26,OP2,Install Base,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,6/1/26,6/1/26,OP2,New Deployments,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,6/1/26,6/1/26,OP2,Install Base,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,7/1/26,7/1/26,OP2,New Deployments,200
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,7/1/26,7/1/26,OP2,Install Base,200
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,8/1/26,8/1/26,OP2,New Deployments,200
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,8/1/26,8/1/26,OP2,Install Base,400
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),10000
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,9/1/26,9/1/26,OP2,New Deployments,200
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,9/1/26,9/1/26,OP2,Install Base,600
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),20000
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,10/1/26,10/1/26,OP2,New Deployments,200
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,10/1/26,10/1/26,OP2,Install Base,800
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),30000
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,11/1/26,11/1/26,OP2,New Deployments,200
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,11/1/26,11/1/26,OP2,Install Base,1000
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),40000
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,12/1/26,12/1/26,OP2,New Deployments,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,12/1/26,12/1/26,OP2,Install Base,1000
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),50000
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,1/1/26,1/1/26,OP2,Install Base,3823
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),19110.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,2/1/26,2/1/26,OP2,Install Base,3823
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,2/1/26,2/1/26,OP2,Revenue (Subscription + Rev-Share),19110.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,3/1/26,3/1/26,OP2,Install Base,3823
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),19110.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,4/1/26,4/1/26,OP2,Install Base,3823
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),19110.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,5/1/26,5/1/26,OP2,Install Base,3823
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),19110.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,6/1/26,6/1/26,OP2,Install Base,3823
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),19110.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,7/1/26,7/1/26,OP2,Install Base,3759.28
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),19110.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,8/1/26,8/1/26,OP2,Install Base,3695.57
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),18791.51
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,9/1/26,9/1/26,OP2,Install Base,3631.85
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),18473.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,10/1/26,10/1/26,OP2,Install Base,3568.13
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),18154.51
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,11/1/26,11/1/26,OP2,Install Base,3504.42
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),17836.01
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,12/1/26,12/1/26,OP2,Install Base,3440.7
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,VolaraTest,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),17517.51
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,1/1/26,1/1/26,OP2,New Deployments,100
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,1/1/26,1/1/26,OP2,Install Base,1314
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),6648.73
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,2/1/26,2/1/26,OP2,New Deployments,100
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,2/1/26,2/1/26,OP2,Install Base,1414
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,2/1/26,2/1/26,OP2,Revenue (Subscription + Rev-Share),7196.4
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,3/1/26,3/1/26,OP2,New Deployments,100
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,3/1/26,3/1/26,OP2,Install Base,1514
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),7744.08
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,4/1/26,4/1/26,OP2,New Deployments,100
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,4/1/26,4/1/26,OP2,Install Base,1614
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),8291.75
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,5/1/26,5/1/26,OP2,New Deployments,100
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,5/1/26,5/1/26,OP2,Install Base,1714
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),8839.42
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,6/1/26,6/1/26,OP2,New Deployments,0
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,6/1/26,6/1/26,OP2,Install Base,1714
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),9387.09
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,7/1/26,7/1/26,OP2,New Deployments,0
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,7/1/26,7/1/26,OP2,Install Base,1714
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),9387.09
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,8/1/26,8/1/26,OP2,New Deployments,0
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,8/1/26,8/1/26,OP2,Install Base,1714
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),9387.09
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,9/1/26,9/1/26,OP2,New Deployments,0
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,9/1/26,9/1/26,OP2,Install Base,1714
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),9387.09
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,10/1/26,10/1/26,OP2,New Deployments,0
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,10/1/26,10/1/26,OP2,Install Base,1714
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),9387.09
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,11/1/26,11/1/26,OP2,New Deployments,0
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,11/1/26,11/1/26,OP2,Install Base,1714
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),9387.09
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,12/1/26,12/1/26,OP2,New Deployments,0
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,12/1/26,12/1/26,OP2,Install Base,1714
DE,EU,Classic Alexa,Managed,Enterprise Owned - Resellers,Hospitality,Subscription Revenue,Speed U Up DE,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),9387.09
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,1/1/26,1/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,1/1/26,1/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,2/1/26,2/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,2/1/26,2/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,2/1/26,2/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,3/1/26,3/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,3/1/26,3/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,4/1/26,4/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,4/1/26,4/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,5/1/26,5/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,5/1/26,5/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,6/1/26,6/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,6/1/26,6/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,7/1/26,7/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,7/1/26,7/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,8/1/26,8/1/26,OP2,New Deployments,250
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,8/1/26,8/1/26,OP2,Install Base,250
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,9/1/26,9/1/26,OP2,New Deployments,250
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,9/1/26,9/1/26,OP2,Install Base,500
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),6250
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,10/1/26,10/1/26,OP2,New Deployments,500
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,10/1/26,10/1/26,OP2,Install Base,1000
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),12500
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,11/1/26,11/1/26,OP2,New Deployments,500
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,11/1/26,11/1/26,OP2,Install Base,1500
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),25000
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,12/1/26,12/1/26,OP2,New Deployments,500
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,12/1/26,12/1/26,OP2,Install Base,2000
US,US,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Arrow Senior Living,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),37500
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,1/1/26,1/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,1/1/26,1/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,2/1/26,2/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,2/1/26,2/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,2/1/26,2/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,3/1/26,3/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,3/1/26,3/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,4/1/26,4/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,4/1/26,4/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,5/1/26,5/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,5/1/26,5/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,6/1/26,6/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,6/1/26,6/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,7/1/26,7/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,7/1/26,7/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,8/1/26,8/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,8/1/26,8/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,9/1/26,9/1/26,OP2,New Deployments,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,9/1/26,9/1/26,OP2,Install Base,0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,10/1/26,10/1/26,OP2,New Deployments,300
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,10/1/26,10/1/26,OP2,Install Base,300
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),0
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,11/1/26,11/1/26,OP2,New Deployments,300
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,11/1/26,11/1/26,OP2,Install Base,600
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),6750
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,12/1/26,12/1/26,OP2,New Deployments,400
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,12/1/26,12/1/26,OP2,Install Base,1000
FR,EU,Alexa+,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Clariane,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),13500
